id	filename	md5	size	state
5018f804-cc47-4081-88e4-55c75095ecc2	TCGA-05-4398-01Z-00-DX1.269bc75f-492e-48b1-87ee-85924aa80e74.svs	a1c236c2767c83f7fdd4cf2576ed4854	714090394	validated
586edaf8-4366-4ba8-a8f1-a79ed9c1f448	TCGA-05-4250-01Z-00-DX1.90f67fdf-dff9-46ca-af71-0978d7c221ba.svs	f1ee603c436a917bdb6856a72bd66150	312875814	validated
588c456c-c888-4f31-8090-0f70c30dbb77	TCGA-38-A44F-01Z-00-DX1.B9958072-D8BB-40DD-B28E-2E83CE2B550B.svs	a15bebb537c2a9ce1b1533df87b462ae	1108612310	validated
5965ab59-8a43-4a84-a07a-fd0b0c3fab7a	TCGA-05-4425-01Z-00-DX1.82B093EE-49BC-4FD9-91AC-4CC89944309D.svs	7a54cb0d7765ca46a94314ac009088ca	6382442	validated
5cd6573f-646b-4c8a-a296-928c67282d97	TCGA-05-4418-01Z-00-DX1.f3863ea5-564f-482f-9878-cc104cf69401.svs	42783bb3a8b7a8fd900ae6df0ed60499	565959286	validated
60f8249b-abf8-4ae3-a472-ed2a428e3834	TCGA-05-4433-01Z-00-DX1.5843D3CC-CB24-4A0A-BB65-78A5DAA11D84.svs	79ec131c663e1fd7bebe8b4d014afba2	557154268	validated
61b92a3c-9098-4b5f-96c8-fa21f1861095	TCGA-44-2659-01Z-00-DX1.b33f40e6-bc18-48b0-8dad-bdb0a6a200b5.svs	c6aa3bc3e54ef3f16d63b86393606874	99663537	validated
62ed77c3-06d8-4f62-a5cc-051a1307b444	TCGA-05-5420-01Z-00-DX1.8C253A99-44FD-48B6-AF31-D808CCB7DB1E.svs	40b62e30fd0decf9719941d83f892305	12090692	validated
67a048bd-9130-4662-b6ff-5badad42cae9	TCGA-05-4427-01Z-00-DX1.36CF4E93-3FBB-4346-A26B-85F0D9D0575D.svs	ae34c217dbd68cd5375ad5c00dc50236	431740558	validated
6b0e0c19-b841-4bd8-aa4e-5e947bc8cd32	TCGA-05-4405-01Z-00-DX1.D57EC2B2-3A59-4954-86A7-61782938BCC5.svs	2fe938d816bc5d8cbbad7cf463ae56f1	250047128	validated
6b6545f2-b556-4a2b-9dde-1579ffae09ab	TCGA-44-6146-01Z-00-DX1.8db8c567-690e-4df3-98a9-f241b6a8d811.svs	862bbd833d90026b04daddc3cbed7440	204585225	validated
755851ba-ca30-469a-8475-5d0546764446	TCGA-05-4426-01Z-00-DX1.4c9da782-f4aa-4c4f-b3aa-fae2259f236f.svs	28deaed878608ed218617d89ca3111e6	394911248	validated
7f5b0dc5-dfb7-42a8-98c4-4c52cbb1eb7f	TCGA-38-4630-01Z-00-DX1.d08d0193-c5ed-4db8-b236-1a4c3c3177b8.svs	93061a883d61e34d4b473a0c92fff9fd	543373977	validated
8083350f-0a4b-47f2-94da-fe8200d03f2d	TCGA-38-4626-01Z-00-DX1.142bc018-bd79-4db9-84e2-f83a617ea92a.svs	e9d7fd97aa0c9fbb50b38634cb4c2ff7	801603309	validated
80e627a6-79af-4232-8cbe-d89d8d2f8511	TCGA-05-4432-01Z-00-DX1.90d00d62-402b-404a-85e2-0edf869193ab.svs	3053602d3ced4d63d180e3c0c7635519	419153180	validated
85a2afb9-6aa2-4d8d-a495-099dd88cb96a	TCGA-44-5644-01Z-00-DX1.7e4edaa7-25c6-49f4-81bc-f50d6c5fac38.svs	b2fd4e2ffccebd8051953065c830b300	238202983	validated
8abe72fa-a488-42d7-a248-4ed30539ed16	TCGA-44-2656-01Z-00-DX1.5f247f31-4bb5-460d-a1f7-7dcdba33c835.svs	78e9a58b4c60d8627ce40f628d6b9e8b	303842349	validated
97abb7f1-6535-43b8-a003-467f5bb0cae9	TCGA-05-4384-01Z-00-DX1.CA68BF29-BBE3-4C8E-B48B-554431A9EE13.svs	91a07f0e9479ae2366d536b381d3fb20	10143374	validated
9a077587-a524-4622-afbc-c061b91cfcaf	TCGA-44-2661-01Z-00-DX1.20cfa0f8-e3ca-4c26-9dfe-b9d416cd94b1.svs	2249ee6f90b5a79fddcb1b44aedf7fe3	544705835	validated
9c8c0e57-fd08-4a46-a9e2-fbe570496fe6	TCGA-38-4628-01Z-00-DX1.eee4f100-142f-4d9c-8e38-b16aab123413.svs	c0b8ff684428afb2d0141eba4158ae4d	231788477	validated
9c96b50c-37f0-4bd1-bca3-b39acce33c0d	TCGA-44-5645-01Z-00-DX1.8b0d89d7-7849-49a6-a2f5-a8faf2c5aab4.svs	5bd5cee0b8191d940a6996a7eb511773	285088277	validated
9d02e693-4bed-4c61-964a-2743fa20ec6b	TCGA-05-4430-01Z-00-DX1.95659bbb-3091-4370-bc1d-6c6c1baa7b3d.svs	c71145adb802e90aafa68c52c7d079b2	493314194	validated
9eb264eb-548e-4452-955a-fb5572e43cf6	TCGA-05-4382-01Z-00-DX1.76b49a4c-dbbb-48b0-b677-6d3037e5ce88.svs	1b6ed13a1e7e91e7518faea2d8adf861	179426130	validated
a79c96ab-5f63-41ba-95e8-18d4bfbb998a	TCGA-05-4415-01Z-00-DX1.55E0C429-B308-4962-8DA9-41D7D3F7764E.svs	9378fe2dfbfd9f13185fb4f3bbf46273	433098028	validated
a9dfa94e-1a21-4860-9ece-df0796050d0c	TCGA-44-3396-01Z-00-DX1.187b0a68-ad51-4fcd-819c-b74a8599dbe9.svs	fce20690666f8d58384b43a9883087f2	333529711	validated
ac97687c-bfb7-4903-b041-78b70e4cc1e3	TCGA-44-2655-01Z-00-DX1.ee255271-780c-461c-ab23-5cd3504b5e4a.svs	1b122a6a1e0dcb7326be9358833849a5	79493713	validated
b139b75c-44e8-4909-96f0-208e6122e5fb	TCGA-05-4424-01Z-00-DX1.4892016C-1A96-4A72-ACB8-FFD282FC4E69.svs	09774b0787df0769b7db2a1da09c3b08	218942342	validated
b28601da-d361-4163-a8ef-1b665fb87480	TCGA-38-4629-01Z-00-DX1.d00cc280-5370-4b9f-9655-6c35deb94647.svs	72a09bab031eec4b94b1513008b61d87	377860163	validated
b4dbbbd0-7f2f-47e5-9696-4d0b3c92bba8	TCGA-35-4122-01Z-00-DX1.2ac022e4-e796-49e5-9a24-f0ff3f76a527.svs	38ebdd3353ae0ad73e287dae2c28e5f6	467147467	validated
b65fab73-e962-471c-91f8-93d636bdb996	TCGA-35-3615-01Z-00-DX1.585128eb-6652-4b05-9a83-dc8f242904a6.svs	11af8d9c11304ddef9ea8ec30166c7d4	721145917	validated
b6fea18e-9615-49c1-a10b-1d466639c2bd	TCGA-05-4249-01Z-00-DX1.9fce0297-cc19-4c04-872c-4466ee4024db.svs	c3e985ea6affde1ba34fbe4b84eae224	375480752	validated
b8f5988a-e90f-4f34-ae36-65b008cd7cdb	TCGA-44-3918-01Z-00-DX1.6da70a8b-6307-423a-9d2d-380c16962855.svs	1f6c8ef5e26d5ea8185e2285a0e3f96d	511419005	validated
baad43bc-ca15-421a-ad1d-6f41843057d6	TCGA-44-2666-01Z-00-DX1.f81a89cf-6033-47ea-9a43-290a5d6a28c1.svs	65cde5572bf3db905a63c0b570a83aff	370837457	validated
c32c25a9-3163-4da0-9463-871d8136b98d	TCGA-35-5375-01Z-00-DX1.10708170-750A-451B-BC10-0B4042540033.svs	5900fab5132db16a3767d31d191c47d2	470427363	validated
d14d5041-6ea8-431a-82e7-ba3f98e88711	TCGA-05-4403-01Z-00-DX1.fee8e988-956c-42a2-a6c5-06b6d6736295.svs	8ee91b976f5fc770c740054cbaa36c3d	438184548	validated
dec2f84b-db6d-4cc3-94c4-4a13b91ebcaa	TCGA-44-6145-01Z-00-DX1.175ad655-b054-407d-bb22-3a4f85849488.svs	99aa0a6b63c6f739527037d13f03bd4b	227226241	validated
e47eeb45-ae3d-4cce-8a80-7d34a61c1db9	TCGA-44-2662-01Z-00-DX1.398f3f84-fd48-4454-b789-a3e90cd36d73.svs	81865640669145a114ec880aaca02a2a	440720859	validated
eebb6237-eed2-46a7-bf23-47fca9fa292e	TCGA-38-4627-01Z-00-DX1.fe406eb9-b38b-410d-aa1a-84ab8ac091c7.svs	b60eec4b4cb74d0ad163d766c75385e2	702186931	validated
f28b9a47-68b8-4549-abfd-06e3038dad7b	TCGA-38-4631-01Z-00-DX1.5e0c873a-9c4c-4e0b-bf2e-e3cd8b760761.svs	02ad15c5e1fcb45175f9b9e3cf4b7d31	230713723	validated
f63cc6cf-dbd1-4024-a8c8-cdf7a14d1ec4	TCGA-44-3398-01Z-00-DX1.74757c91-a0c6-4e7f-b2db-8748c68ffa44.svs	42d1c6d68760e5f2e951bdb33ddbadf3	163401073	validated
f84130fe-4853-4252-a292-9372aeea4a5d	TCGA-05-4390-01Z-00-DX1.858E64DF-DD3E-4F43-B7C1-CE35B33F1C90.svs	c305881533e22761d259861f4619a157	11234386	validated
fdb89f0d-4402-493a-a6ef-a88cfb9542e8	TCGA-44-3919-01Z-00-DX1.41144972-46a1-4b25-9faa-ed1b9d1996d2.svs	fc0158304517ff3c3eec43ee501480cb	86453321	validated
