id	filename	md5	size	state
0315c33e-aeaa-4221-8799-7c67bbfc0407	TCGA-49-4494-01Z-00-DX7.9f722476-622e-4374-9fda-ef35184f01e0.svs	ebe0b73731d6414e2eda19194c9ed777	511375417	validated
04e1d8f1-c6ef-4f1d-b60a-c95b3a992567	TCGA-49-4501-01Z-00-DX2.07b7723d-136b-490c-9dd3-7f3aef78d3d9.svs	0caedb98a9ea6e3a4b8d06d118e3f4c5	1472919247	validated
0a869b47-8dc0-420c-b6ce-4b1312a12e17	TCGA-44-7662-01Z-00-DX1.2f0b6cea-795a-40ad-93a9-319858e6fb3b.svs	ef60fea4270453eb73ce9648829c490a	60238303	validated
17cc1b48-e2d1-4601-b206-da3a10075589	TCGA-49-4488-01Z-00-DX10.930e7dc2-6073-4bf2-9b70-f17c0b26bdee.svs	39c4b41ec510efba91c64330a4f55fb3	463869923	validated
193cc528-3328-4ba7-b285-3adb8a0f7586	TCGA-44-7671-01Z-00-DX1.00297baa-00e7-4894-a7b8-c9ac2a9d42d8.svs	21acab6a433f90cbea81e0ecc645f802	120251743	validated
1a81cfc7-cf83-43a2-b05e-e18b5b39dfd3	TCGA-49-4510-01Z-00-DX2.e0552b15-6bd7-4660-8a60-9edd0d638e7e.svs	ffed00161047c4ee7b99f5c6f5346d3a	850694559	validated
1c954257-dff9-4137-b6e4-c92ca524c6f9	TCGA-49-4494-01Z-00-DX6.3791a027-7ddb-429c-99a5-bb84a4307550.svs	cb9d5bcb0cba88b317e4416c2d113827	595665847	validated
1d896565-f1cc-4e6f-9197-41642e3e4ac8	TCGA-49-4510-01Z-00-DX1.0b7c713f-6f72-42c3-967d-7e19a280e761.svs	e5f8ac1473ff231ccc131e56faf8b487	704466009	validated
1ecd47ac-382d-4507-8bd6-3e201b1d99b2	TCGA-49-4488-01Z-00-DX3.341ea7ac-ee5f-4ad2-9d01-d81a4d2e9b13.svs	f6a68dd4496955b9afd48f7ad5737e1d	746589807	validated
2538130f-3e8f-4f88-93e6-bd8a949e2b57	TCGA-44-6148-01Z-00-DX1.94c29c83-1085-458f-a0c9-3ffa8592cb98.svs	18fc1e7db36a0c32409267c866d14196	226693345	validated
26319972-a5ec-495e-80e8-9d42f9676090	TCGA-49-4494-01Z-00-DX1.2bf10e85-465a-4b17-abd7-3565f0e538a5.svs	61a6e187af2001551e8e46df011e7a02	1364561311	validated
2fd44555-5e08-4e3c-ae65-2266bb02ee08	TCGA-49-4488-01Z-00-DX6.3ce306b2-1b00-48f7-8288-c24069037a9c.svs	0d009edc21c77228e4cd86405ff89e73	269926517	validated
3570e991-2166-4481-97a7-f4c6c05b9e89	TCGA-44-7660-01Z-00-DX1.f96c114b-f0fc-498a-97cc-e262344de357.svs	06d55382e9d537cf415628fa26a1c1a7	358228583	validated
395291b1-a13b-4602-890f-de900d3e3153	TCGA-44-7659-01Z-00-DX1.818bf5b3-b4c1-4d23-a6ae-98d5015eb8c1.svs	1059b50f94bc8df4dff36fd7d5f8aa20	209855489	validated
42c020ad-9e40-43e0-8a7c-fcf0b70781e7	TCGA-49-4494-01Z-00-DX5.1e9e22d6-a4c9-40d1-aedb-b6cd404fe16f.svs	0afb5ca09157bf11c7514c3cc9468835	815560271	validated
46fe9cc7-73be-4251-8542-6675bd03a21f	TCGA-44-6779-01Z-00-DX1.40f10ad8-55f3-4043-a89b-37d33a26dd8c.svs	778ccacf9c482d65ce25ee97ca34253a	238643377	validated
4b07c731-b77d-44b7-a9cb-fd67ccf35a3b	TCGA-44-A47A-01Z-00-DX1.62448803-3A7B-41EC-9794-67916DA0792E.svs	ad3824ba46e4899b86e0f3549c5465a5	701175871	validated
4c3554c8-171d-4e52-9bbf-52c2fae816b6	TCGA-49-4506-01Z-00-DX3.a05a3969-bbef-48d8-86de-f51c8870afd6.svs	f08bbf4ea36803cf354d93d42b3d7093	1003225243	validated
4d231d26-9b71-489d-9436-1186b88f7d47	TCGA-44-7661-01Z-00-DX1.baf72abd-edb9-4f56-beb3-f5138aa50930.svs	0a5c2ddf2943b4a31827168f779ce1bd	15095599	validated
52e47f40-f343-440a-a7e4-c5b34f24a4e4	TCGA-44-6774-01Z-00-DX1.f169485b-f863-4be0-9844-258d78170b64.svs	567b3395a3fa6cb210f76a955d1ba24c	235382029	validated
57246c93-5967-4f70-a29e-85d0e325566c	TCGA-44-6147-01Z-00-DX1.a34a9f49-e86b-43ee-9e2d-7ef35da0aecf.svs	dd25c2285c557df67473ba0ec927ade5	229097175	validated
5b4277af-e331-48af-8f51-43b947f06724	TCGA-44-A479-01Z-00-DX1.CA5654C6-A623-452E-A8AC-DB6279CA97B1.svs	febd438fe2b3ae7340a4b4cf9b98f773	991364049	validated
5d2fec3e-66da-41d7-b90c-c96978efb731	TCGA-49-4490-01Z-00-DX1.bde106d9-1494-4775-b77d-11c86bb09b72.svs	07c1b5b487af079d102074c3833e1382	745925979	validated
601a0260-4fc9-4a2d-826c-76a36f6e14db	TCGA-49-4512-01Z-00-DX1.ced0bda8-f2d6-4bcb-b2d6-b122846a3079.svs	d30c136d3f1dac9efdc6d1bb19186afa	635450955	validated
609fa030-fdb5-43ca-b244-2416e47ded08	TCGA-49-4505-01Z-00-DX2.48df81e7-5a8e-4c5b-993a-6a54481a35e9.svs	aa772118d81de43551d202ba55261aac	932593583	validated
62dac56f-cbe1-49b7-bc22-bfbbff43fb2d	TCGA-49-4506-01Z-00-DX1.b13b8ef2-fd06-4309-a767-696a9afeaedd.svs	bc364c017d95a6c0bcdc327ee52017dd	799362671	validated
63b4672b-7417-431d-9f5d-110ae7bbb25d	TCGA-44-6776-01Z-00-DX1.551e200f-5f40-4b95-8b2f-7c6000a21be0.svs	d5292354b19a5e60bab536f1e1cf863d	384847619	validated
656781ef-da87-4b11-bc39-2e7f75e31ce3	TCGA-49-4506-01Z-00-DX4.9460a2c1-efe2-4095-9b0e-dfe0eda684ba.svs	4057841c8d10e022795281a25ff68ffe	944812585	validated
6df2ce76-d222-43b2-9dd7-da0a28ad1d87	TCGA-44-A4SU-01Z-00-DX1.AE2607C1-B208-4557-ADB4-6AAF03C6D3A9.svs	2c165c9be7a7d4105d0afe165ae855bd	793437763	validated
7177eb39-cdd8-462e-afbb-84fce922f95d	TCGA-49-4506-01Z-00-DX2.81e180ae-bd9f-49cc-9a0f-297800cc7280.svs	a2a130c35c4217af5ff3fbbcd2cbf1d1	1162889305	validated
71f314ed-f84d-45b0-a0af-ee3d8299a9da	TCGA-49-4490-01Z-00-DX3.0949a10a-0a1f-49dc-9296-ab4d4f0bf988.svs	dab0830296fcef0c42739b810c2a7aa4	824209753	validated
749c9275-6de9-48a6-8a13-354babf3ae8f	TCGA-49-4494-01Z-00-DX4.4c6a4560-adee-4fc9-8fd8-feb7f89e51e3.svs	f57513bc4b50e92ebb24a3004fde193c	897412181	validated
7ba6a82e-9448-451f-9e0c-c2a299b6f24c	TCGA-49-4507-01Z-00-DX2.a7bfbeee-00ea-4301-ace4-ce591807e2d3.svs	2c718a6e407e46d8bf35c7ca7452f976	780319843	validated
85aecca5-2e8e-4e47-9112-0ba8c1f38521	TCGA-44-6778-01Z-00-DX1.5e932267-cc68-4a8e-a660-fe2cc0c59ff4.svs	398bcbc395efb8214cd3b28b5411b506	284312465	validated
89e2ce8a-2ef4-4819-b9a6-3395ea86f133	TCGA-49-4488-01Z-00-DX7.a04b36c3-9cfd-4195-92c0-70046cd49d9a.svs	acac317413e2621444c4aea695f02389	356865479	validated
8da7dadd-e9bd-4af4-92ee-49fdc4010d4e	TCGA-44-7667-01Z-00-DX1.2be2e379-7368-4fa7-a619-ace84febecb3.svs	03daf48b8cc4ed6be1b8ef6e4aae372d	339660829	validated
910fdcf7-fb14-4c52-865d-1cee333d5e60	TCGA-49-4501-01Z-00-DX3.b6c2cc84-1c94-4816-92e7-8cf4446ac9ac.svs	a55ace3167a8950ab30dfd0743c5fb36	719280223	validated
91295581-e479-4e1e-a55f-4a5ad770e43c	TCGA-49-4494-01Z-00-DX2.cac5ed0a-98c3-4d37-a4f4-9596a061836a.svs	cda4a56c2d422cc12f60f0505b354384	1318955609	validated
913f89b8-3a17-44d7-9d0b-9c7118c40bc3	TCGA-44-A4SS-01Z-00-DX1.F3D85B63-D963-42D2-815F-CB9D791A0F7B.svs	1f8f38d42d01c5289bdad441d5d12408	644794101	validated
9393d070-bd9b-4e33-a51d-1334e7af160a	TCGA-49-4501-01Z-00-DX1.9c4bf212-5e32-449e-8710-cf7a3594156e.svs	0f5408d5a28c5f1c2972223ada701272	933211289	validated
939eae7b-afc7-437a-81e3-1e9615897027	TCGA-44-8119-01Z-00-DX1.1EBEBFA7-22DB-4365-9DF8-C4E679C11312.svs	3055be38a3a2f75cb0fdd663c3ee5def	98474973	validated
9652ee90-6879-4793-829a-00543d5aa8f4	TCGA-49-4505-01Z-00-DX3.d3f8d0c4-e4bc-4201-9b2f-e010f51dd8c3.svs	e7389d11fd31661fef199bcb65053618	1090925827	validated
97f40781-7223-4ceb-b73c-9f231845544f	TCGA-49-4488-01Z-00-DX8.b9fb358a-9618-4956-9544-c2ffe2678095.svs	1cb001415e4cba40880535cd4a39ecd5	821679575	validated
98748a8f-6b2c-4cfa-90fa-71ec001b67b4	TCGA-49-4488-01Z-00-DX9.bf1e9d28-3ca2-4a62-bf3e-3e735c6a2885.svs	c15bf9ddb0392b1dfa67f87dc7f07a10	639641287	validated
a1b3946e-e734-46a8-ae64-43ec9a1bea74	TCGA-49-4505-01Z-00-DX4.623c4278-fc3e-4c80-bb4d-000e24fbb1c2.svs	5c4a22382ec9ff6ccfc47e5eb8393f3b	829990873	validated
a28f5d37-6ab4-4567-b945-79c73048ac5f	TCGA-49-4490-01Z-00-DX2.1b491bd7-60d2-40a6-96cd-01385bce2b0f.svs	9e88295eba4f01ba7e4098fed8e1b327	593152421	validated
a7d1aa32-3c81-4379-b744-7ac150e04bc3	TCGA-44-A47G-01Z-00-DX1.810F67EC-3A0C-4056-B736-3331A11412CC.svs	95945eeef5304c66e3978de91e812a3f	348214315	validated
ad1c4055-c676-450b-84fe-2df6b0164537	TCGA-44-7670-01Z-00-DX1.2a981dd6-0063-438e-b20e-b180b16e2b23.svs	4727167f72f8386e36aa860b9a7683ed	320838017	validated
aeb7a093-4e58-4177-9097-ddcb1297e0cf	TCGA-49-4490-01Z-00-DX5.feea87ff-61c6-465e-8b36-4803f6af3d62.svs	cbbbe052a52e5bc5e815ca2668766cd1	854794893	validated
afe0916c-b361-48f7-82dd-2fced9025e77	TCGA-49-4507-01Z-00-DX1.1df4e286-ea89-4c38-ad53-a26e5b7b0402.svs	b3cc223c172754f2a5ec13bc537c33ef	648528537	validated
c4fce66d-2f76-4641-9301-39f1c5d9cebc	TCGA-49-4488-01Z-00-DX4.17c00349-5908-4944-9dba-5efea9a5373a.svs	1958dc4227ec07cc95c65abc6b84e964	569061709	validated
c507c4a4-98a3-478c-a4cf-f41b5d0bdca9	TCGA-49-4488-01Z-00-DX1.c9beef33-2d53-4fcb-8293-f083d9fedddc.svs	ea8e5e4335769a1ab95aa987cfa29ad3	443367245	validated
c7db6035-2e28-4b90-9eb2-852b10b999f6	TCGA-49-4487-01Z-00-DX1.3a3a0720-463c-430e-849b-e2f8991bdfa5.svs	481a48386d809e00440f738b2b12f639	1141736160	validated
cba0303e-5f68-433c-8459-a3565bc7ccab	TCGA-44-6777-01Z-00-DX1.aca7b23d-a601-4476-8bfd-eb46f0b6a96e.svs	9ea1398060a4960d17f4b09bb3913f63	304926153	validated
d6d105f1-955f-4c6d-9099-f1a0af7b8a74	TCGA-49-4505-01Z-00-DX1.d49d603e-1f76-43a1-a803-9f2d6a6df715.svs	fa3926621fa73bbe490284394c2363a9	616798555	validated
d77790d0-7556-4d46-8832-ece604082fd5	TCGA-49-4488-01Z-00-DX2.ce896a98-8b45-4606-8849-3a377b81e3de.svs	452ebcc22ebc6a9bfc49b68d4d8f1c9e	652531911	validated
dbf4eee7-a167-4c87-b7b2-da569f937391	TCGA-49-4490-01Z-00-DX4.4e94aeb6-f616-4bdd-82bc-2ca2f2b5a5c4.svs	2dfc6bf0179490e4eb4445ef219fd43f	797587531	validated
f057f0f9-7879-412c-b593-bfc41b27938d	TCGA-44-7669-01Z-00-DX1.34d0c9ac-d3dc-4a5e-b99c-a8c1c1e120d1.svs	5da652b666f824c7e2d91881e53abe1f	199735165	validated
f0f72398-a19e-4674-8ba3-f248747d4cff	TCGA-44-A47B-01Z-00-DX1.177D0531-E037-435B-BFD4-382B2150B10D.svs	fc73daff017fa14b8d33a9d07a84ff67	202423909	validated
f2ff1a72-79f9-4463-ada1-56faa2c40b3c	TCGA-49-4490-01Z-00-DX6.0a04ad8e-7f33-4496-bd9e-0110ec33f887.svs	fc2ee4dee6ba2b654c0c25a4511e18b1	1256771985	validated
f48f6931-9d01-498b-8c14-09233c3e9a50	TCGA-49-4494-01Z-00-DX3.e80b4534-4d6e-4d79-962e-017ffee24d67.svs	ccd26dcefc2b6bea40b55ec46ce45e91	696369211	validated
f4bc3db8-eac1-4a1d-9049-dce8ced935a4	TCGA-44-6775-01Z-00-DX1.38d3bc6d-8bb5-4126-8d61-d39e6a1d7bcf.svs	0c69078400fa9abee26bd90c4fdd91b0	398991369	validated
